小区,区域,商圈,在售,在租,建成时间,均价(元/平米),均价环比上月(%)
兴国路41弄小区,徐汇,衡山路,6,7,2000,"
76157","
1.71%"
兴国路公房,徐汇,衡山路,6,1,1984,"
107652","
3.91%"
阳光新景,徐汇,华东理工,6,13,2000,"
67515","
0.28%"
苑宏新村,徐汇,植物园,6,4,1995,"
80352","
4.17%"
医学院路31号,徐汇,徐家汇,6,0,2000,"
11547","
0.01%"
永福路70号,徐汇,衡山路,6,6,1936,"
69652","
2.51%"
智汇园,徐汇,漕河泾,6,14,2003,"
15655","
8.26%"
阿麦伦公寓,徐汇,衡山路,5,0,1928,"
98285","
5.59%"
漕河泾新业大厦,徐汇,徐家汇,5,10,1900,"
6203","
0.03%"
长乐路637弄新里,徐汇,衡山路,5,2,1900,"
102031","
1.44%"
长乐路500弄新里,徐汇,衡山路,5,3,1900,"
100040","
3.81%"
丹枫苑,徐汇,衡山路,5,1,1999,"
134905","
5.96%"
大闻公寓,徐汇,斜土路,5,0,2006,"
79539","
9.94%"
东平路2号,徐汇,衡山路,5,1,1929,"
140604","
1.44%"
鼎新大厦,徐汇,徐家汇,5,1,1997,"
59605","
1.44%"
广元路新里,徐汇,衡山路,5,1,1936,"
129391","
0.65%"
高安路69弄小区,徐汇,衡山路,5,0,1998,"
101822","
1.44%"
高安路18弄小区,徐汇,衡山路,5,0,2004,"
116920","
3.41%"
高邮公寓,徐汇,建国西路,5,1,2004,"
115842","
0.02%"
桂果园,徐汇,漕河泾,5,19,1993,"
15254","
2.12%"
华元公寓,徐汇,田林,5,2,2002,"
61888","
9.26%"
华馨公寓,徐汇,长桥,5,5,2005,"
73232","
0.17%"
华南公寓,徐汇,龙华,5,1,2005,"
51267","
4.39%"
衡安大楼,徐汇,衡山路,5,0,1995,"
121676","
0.83%"
化工二三村,徐汇,华东理工,5,19,2000,"
67663","
0.72%"
建国西路336弄新里,徐汇,建国西路,5,0,1989,"
106806","
1.8%"
建国西路233弄小区,徐汇,建国西路,5,7,1987,"
134013","
0.51%"
嘉乐公寓,徐汇,衡山路,5,9,1988,"
49765","
1.44%"
凯歌公寓,徐汇,徐家汇,5,20,1996,"
64391","
2.31%"
康州小区,徐汇,康健,5,0,1986,"
67173","
1.9%"
乐山新村,徐汇,徐家汇,5,14,1990,"
59195","
1.44%"
良友公寓,徐汇,衡山路,5,1,1936,"
80408","
3.78%"
零陵路190弄小区,徐汇,徐家汇,5,1,1981,"
58859","
6.43%"
南天公寓,徐汇,康健,5,5,1997,"
41512","
0.54%"
平华大厦(徐汇),徐汇,徐家汇,5,13,1999,"
54350","
3.09%"
森陇家园,徐汇,华东理工,5,7,2005,"
62625","
7.22%"
柿子湾路8弄小区,徐汇,徐家汇,5,0,1988,"
82908","
1.32%"
天平路新里,徐汇,徐家汇,5,28,1940,"
122484","
6.49%"
腾飞大厦,徐汇,徐家汇,5,37,1900,"
18818","
1.44%"
图情小区,徐汇,植物园,5,0,1900,"
62022","
6.72%"
宛轻公寓,徐汇,徐家汇,5,7,1989,"
82713","
0.37%"
乌鲁木齐南路157号,徐汇,衡山路,5,3,2000,"
143527","
0.02%"
宛平公寓,徐汇,衡山路,5,5,2000,"
77466","
1.44%"
徐汇秀水苑,徐汇,华东理工,5,4,2003,"
49268","
10%"
新兴顺里,徐汇,建国西路,5,3,1900,"
106309","
1.44%"
永康路公房,徐汇,建国西路,5,3,1989,"
80531","
2.12%"
延庆路18弄小区,徐汇,衡山路,5,1,2000,"
127743","
1.44%"
余庆路180弄小区,徐汇,衡山路,5,7,1975,"
95701","
1.44%"
印象欧洲别墅,徐汇,华泾,5,3,2011,"
57688","
5.3%"
兆丰虹桥公寓,徐汇,田林,5,1,1999,"
66739","
0.02%"
住友公寓,徐汇,龙华,5,26,1999,"
70192","
0.03%"
中华门大厦写字楼,徐汇,万体馆,5,29,2000,"
15325","
0.03%"
中科小区,徐汇,徐家汇,5,1,1998,"
74149","
9.23%"
安福路新里,徐汇,徐家汇,4,7,1936,"
117857","
0.01%"
长乐路1131弄公房,徐汇,衡山路,4,6,1983,"
119573","
1.71%"
茶陵路195弄小区,徐汇,斜土路,4,1,1958,"
75471","
0.46%"
东亚公寓,徐汇,衡山路,4,9,1998,"
80967","
5.1%"
东安路351弄公房,徐汇,徐家汇,4,3,1988,"
59519","
1.44%"
广元路158弄新里,徐汇,衡山路,4,0,1949,"
94216","
1.40%"
高安路11号洋房,徐汇,徐家汇,4,5,1924,"
91175","
1.25%"
华建二街坊,徐汇,华泾,4,5,1998,"
48196","
0.57%"
汇站小区,徐汇,徐家汇,4,0,1998,"
74829","
0.04%"
湖南路100弄小区,徐汇,衡山路,4,15,1982,"
80870","
5.9%"
湖南路新里,徐汇,徐家汇,4,16,1936,"
119759","
8.88%"
湖南路261号老公寓,徐汇,徐家汇,4,2,1936,"
85021","
1.44%"
建汇大厦写字楼,徐汇,徐家汇,4,6,1900,"
24259","
0.01%"
锦都大厦,徐汇,徐家汇,4,2,1900,"
18280","
4.22%"
金轩大厦,徐汇,徐家汇,4,9,2000,"
19935","
2.93%"
嘉欣公寓,徐汇,徐家汇,4,0,2004,"
40694","
9.6%"
凯旋路2120弄公房,徐汇,徐家汇,4,1,1995,"
94090","
1.44%"
凯旋路2280弄小区,徐汇,徐家汇,4,4,2000,"
82660","
1.01%"
联业大厦,徐汇,衡山路,4,0,1999,"
56631","
4.94%"
龙山公寓,徐汇,徐家汇,4,15,1999,"
81169","
4.79%"
铭源大楼,徐汇,徐家汇,4,3,1999,"
42318","
1.44%"
梅陇路394弄小区,徐汇,华东理工,4,0,1994,"
51439","
1.44%"
梅谷公寓,徐汇,徐家汇,4,0,1996,"
61492","
1.03%"
南洋广元公寓,徐汇,徐家汇,4,6,1998,"
52633","
0.02%"
陕西南路534弄小区,徐汇,建国西路,4,0,1998,"
89941","
0.65%"
天钥桥路69弄小区,徐汇,徐家汇,4,0,1990,"
63962","
2.94%"
吴兴路新里,徐汇,衡山路,4,2,1900,"
105632","
4.42%"
徐汇商务大厦商铺,徐汇,徐家汇,4,6,1900,"
32801","
0.01%"
兴国路89弄小区,徐汇,衡山路,4,0,2000,"
101927","
3.05%"
徐汇新城别墅,徐汇,长桥,4,0,2007,"
53882","
0.03%"
襄阳南路357弄小区,徐汇,建国西路,4,1,1969,"
110957","
2.74%"
阳光四季公寓,徐汇,建国西路,4,12,1997,"
57052","
1.44%"
幽澜苑,徐汇,上海南站,4,9,2005,"
80178","
1.16%"
艺术公寓,徐汇,衡山路,4,2,2000,"
75574","
1.97%"
永嘉路689弄小区,徐汇,衡山路,4,1,1994,"
99675","
1.44%"
永嘉路386弄新里,徐汇,建国西路,4,5,1936,"
105042","
0.59%"
爱丽公寓,徐汇,衡山路,3,0,1970,"
112785","
1.80%"
安亭路81弄洋房,徐汇,衡山路,3,10,1937,"
127254","
5.87%"
爱建大厦公寓,徐汇,徐家汇,3,10,1996,"
72901","
2.74%"
长陇苑,徐汇,植物园,3,1,1999,"
45361","
2.23%"
常熟路165弄小区,徐汇,衡山路,3,5,1988,"
82395","
5.30%"
诚品商务中心,徐汇,徐家汇,3,0,1900,"
22578","
1.44%"
长乐路公房,徐汇,衡山路,3,5,1985,"
70833","
1.44%"
东安五村,徐汇,万体馆,3,46,1989,"
70363","
0.3%"
复兴中路1350弄小区,徐汇,衡山路,3,6,1998,"
103733","
5.58%"
复兴西路10弄洋房,徐汇,建国西路,3,2,1926,"
104146","
2.21%"
丰业广元公寓,徐汇,徐家汇,3,1,2002,"
59830","
2.78%"
复兴西路203号,徐汇,衡山路,3,1,1997,"
118807","
5.52%"
高安路新里,徐汇,徐家汇,3,8,1948,"
122138","
1.44%"
海珠公寓,徐汇,斜土路,3,0,1998,"
51430","
7.56%"
宏伟阁,徐汇,龙华,3,4,1999,"
56977","
5.25%"
宏汇大厦,徐汇,徐家汇,3,9,2001,"
67351","
2.33%"
亨利公寓,徐汇,徐家汇,3,4,2000,"
74917","
3.79%"
湖南路20弄洋房,徐汇,徐家汇,3,44,1927,"
158586","
1.94%"
湖南路298弄公房,徐汇,徐家汇,3,7,1983,"
72193","
3.49%"
衡山路696弄小区,徐汇,万体馆,3,2,1965,"
99642","
5.96%"
宏汇国际广场,徐汇,徐家汇,3,68,1900,"
20759","
1.44%"
嘉善公寓,徐汇,建国西路,3,5,1999,"
67373","
1.82%"
锦馨公寓,徐汇,田林,3,1,2004,"
72197","
31.06%"
建国西路212号,徐汇,建国西路,3,0,1988,"
127701","
1.28%"
康平路152弄小区,徐汇,衡山路,3,1,1930,"
111016","
1.44%"
康平路67号,徐汇,徐家汇,3,0,1989,"
55949","
8.11%"
龙华路1881弄小区,徐汇,龙华,3,2,2000,"
62225","
1.44%"
零陵路289弄小区,徐汇,斜土路,3,6,1998,"
49839","
1.44%"
零陵路350弄小区,徐汇,徐家汇,3,0,2000,"
59688","
1.44%"
龙华路2373弄小区,徐汇,龙华,3,3,1995,"
68323","
0.02%"
龙呈家园,徐汇,龙华,3,7,1997,"
54713","
0.53%"
平江大楼,徐汇,徐家汇,3,7,1989,"
60728","
1.91%"
平江路145弄小区,徐汇,斜土路,3,5,1936,"
45848","
0.27%"
书香苑,徐汇,华东理工,3,6,1999,"
61932","
4.01%"
柿子湾路2至6号,徐汇,徐家汇,3,0,2000,"
79185","
8.01%"
陕西南路560弄小区,徐汇,建国西路,3,1,1992,"
90771","
1.44%"
三航大楼,徐汇,斜土路,3,4,1987,"
54693","
7.41%"
桃源村,徐汇,徐家汇,3,1,1980,"
98312","
1.44%"
泰安路新里,徐汇,衡山路,3,4,1939,"
126055","
3.27%"
天然居别墅,徐汇,植物园,3,1,2004,"
54220","
1.44%"
未来世界,徐汇,长桥,3,1,2001,"
67640","
4.00%"
宛平南路493弄小区,徐汇,万体馆,3,0,1998,"
53916","
0.13%"
宛平南路71弄公房,徐汇,徐家汇,3,0,1998,"
67822","
9.55%"
五原路228弄小区,徐汇,衡山路,3,4,2004,"
104657","
6.61%"
五原路288弄洋房,徐汇,衡山路,3,0,1939,"
83084","
0.02%"
武康路398弄小区,徐汇,衡山路,3,2,1945,"
95202","
4.38%"
宛龙小区,徐汇,龙华,3,2,1981,"
79228","
4.77%"
信联公寓,徐汇,衡山路,3,0,2002,"
88053","
2.53%"
兴国路271弄小区,徐汇,衡山路,3,8,1987,"
101178","
1.44%"
新银大厦,徐汇,漕河泾,3,16,1900,"
25233","
0.01%"
兴国路新里,徐汇,衡山路,3,13,1936,"
125902","
3.75%"
小木桥路320号,徐汇,斜土路,3,3,1900,"
91290","
0.5%"
岳阳路200弄小区,徐汇,建国西路,3,17,1999,"
86041","
0.45%"
延庆路洋房,徐汇,衡山路,3,27,1995,"
273627","
0.00%"
延庆路4弄小区,徐汇,衡山路,3,0,2004,"
82975","
0.01%"
永嘉路166弄小区,徐汇,建国西路,3,4,1993,"
105758","
1.44%"
肇嘉浜路691弄小区,徐汇,徐家汇,3,1,1996,"
40592","
1.40%"
北海大厦,徐汇,徐家汇,2,3,1900,"
36756","
7.29%"
常熟路239弄公房,徐汇,衡山路,2,0,1996,"
67634","
1.44%"
茶陵路175弄公房,徐汇,斜土路,2,1,2000,"
59524","
1.44%"
大木桥路103弄小区,徐汇,斜土路,2,2,1998,"
53030","
1.44%"
高安路1弄小区,徐汇,衡山路,2,0,1948,"
124802","
1.44%"
高安路6弄小区,徐汇,衡山路,2,10,1900,"
103737","
1.44%"
海斯大厦,徐汇,徐家汇,2,19,1996,"
79038","
6.03%"
航天大楼,徐汇,田林,2,3,2005,"
42295","
5.89%"
华尔登广场,徐汇,徐家汇,2,0,1900,"
51419","
0.02%"
衡山路新里,徐汇,徐家汇,2,26,1948,"
107272","
8.75%"
衡山路303号,徐汇,徐家汇,2,3,1928,"
75150","
1.44%"
淮海中路1270弄公房,徐汇,建国西路,2,6,1989,"
114338","
1.44%"
华鼎广场,徐汇,万体馆,2,0,2000,"
27873","
0.02%"
湖南路洋房,徐汇,徐家汇,2,43,1926,"
131303","
5.06%"
华亭路新里,徐汇,徐家汇,2,1,1965,"
99937","
1.44%"
金钟大厦,徐汇,徐家汇,2,8,1900,"
43727","
1.8%"
建国西路613弄公房,徐汇,衡山路,2,5,1980,"
81360","
1.79%"
建国西路70号洋房,徐汇,徐家汇,2,1,1936,"
123263","
0.02%"
吉象小区,徐汇,徐汇滨江,2,11,1995,"
58466","
1.44%"
康平路100弄小区,徐汇,衡山路,2,1,1947,"
114669","
1.44%"
康健路363弄小区,徐汇,康健,2,0,2000,"
60434","
0.33%"
康平路172弄小区,徐汇,衡山路,2,0,1924,"
119696","
3.48%"
康平路95号公房,徐汇,衡山路,2,1,1992,"
78527","
1.44%"
罗秀家园,徐汇,长桥,2,0,2002,"
63139","
5.84%"
龙华路2501弄小区,徐汇,龙华,2,12,1998,"
40879","
2.11%"
罗秀路1001弄小区,徐汇,华东理工,2,2,1996,"
45689","
7.74%"
乐山三村,徐汇,徐家汇,2,6,1985,"
69185","
4.80%"
龙水北路公房,徐汇,龙华,2,0,1900,"
36878","
1.28%"
明达公寓,徐汇,徐家汇,2,2,1999,"
63449","
0.04%"
密丹公寓,徐汇,衡山路,2,0,2004,"
95621","
1.44%"
南林公寓,徐汇,徐家汇,2,5,2004,"
60501","
1.44%"
欧江大厦,徐汇,徐家汇,2,0,1900,"
50104","
1.44%"
鹏欣公寓,徐汇,徐家汇,2,8,2002,"
55451","
8.54%"
齐来工业城,徐汇,漕河泾,2,74,2004,"
21776","
1.44%"
轻工大木小区,徐汇,斜土路,2,9,1998,"
61970","
1.44%"
瑞金尊邸,徐汇,斜土路,2,4,2006,"
73325","
0.02%"
日晖五村,徐汇,斜土路,2,9,1988,"
70541","
9.96%"
世纪商贸广场,徐汇,徐家汇,2,43,1900,"
48425","
0.45%"
舒乐公寓,徐汇,长桥,2,0,1996,"
52575","
1.45%"
生活花苑,徐汇,龙华,2,0,1998,"
61794","
2.20%"
田林二村,徐汇,田林,2,11,1984,"
65107","
0.02%"
天龙公寓,徐汇,万体馆,2,3,2004,"
62922","
0.01%"
乌中大楼,徐汇,衡山路,2,21,1991,"
94171","
8.32%"
宛平南路170弄小区,徐汇,徐家汇,2,5,2000,"
79496","
1.44%"
乌鲁木齐北路498弄小区,徐汇,衡山路,2,1,2000,"
113367","
4.33%"
五原路公房,徐汇,衡山路,2,0,1937,"
72792","
0.05%"
五原路212弄小区,徐汇,衡山路,2,1,1936,"
145811","
4.03%"
宛平路洋房,徐汇,徐家汇,2,2,1930,"
90733","
3.85%"
徐汇自由度,徐汇,徐家汇,2,1,2004,"
40550","
0.02%"
徐汇苑大厦,徐汇,徐家汇,2,137,2003,"
27731","
9.43%"
襄阳南路278弄新里,徐汇,建国西路,2,0,1936,"
85562","
0.02%"
斜土路公房,徐汇,斜土路,2,0,1986,"
60594","
0.02%"
小黑石公寓,徐汇,建国西路,2,1,1924,"
81166","
1.44%"
永嘉路353弄小区,徐汇,建国西路,2,5,1997,"
147059","
8.49%"
冶金大楼,徐汇,斜土路,2,0,1987,"
59768","
3.16%"
宜山路400弄小区,徐汇,万体馆,2,1,1998,"
91562","
1.44%"
余庆路2号,徐汇,衡山路,2,1,1936,"
97837","
1.44%"
逸��,徐汇,衡山路,2,0,1924,"
145599","
0.02%"
玉门公寓,徐汇,衡山路,2,14,1929,"
102777","
2.17%"
永嘉路310弄小区,徐汇,建国西路,2,2,1983,"
80417","
1.44%"
永福路137号,徐汇,衡山路,2,4,1930,"
96505","
1.26%"
紫元大厦,徐汇,徐家汇,2,0,1998,"
72165","
1.44%"
中山南二路925弄小区,徐汇,徐家汇,2,0,1999,"
59030","
9.05%"
中南新村,徐汇,衡山路,2,7,1940,"
136429","
6.66%"
安亭公寓,徐汇,建国西路,1,0,1935,"
120992","
1.44%"
钡泰创意园,徐汇,万体馆,1,3,1900,"
25286","
0.71%"
茶陵路159弄小区,徐汇,斜土路,1,2,2000,"
63093","
4.76%"
长乐路611弄小区,徐汇,衡山路,1,4,1998,"
85324","
2.64%"
常熟路85弄小区,徐汇,衡山路,1,3,1998,"
111803","
1.43%"
茶陵北路7弄小区,徐汇,徐家汇,1,0,2000,"
62777","
6.52%"
常熟路228弄小区,徐汇,衡山路,1,10,1998,"
97336","
0.02%"
漕东路30弄小区,徐汇,田林,1,0,2004,"
46276","
8.28%"
漕河泾科技大楼,徐汇,漕河泾,1,41,2010,"
11279","
0.04%"
长春商务楼,徐汇,漕河泾,1,0,2011,"
72680","
0.04%"
漕河泾实业大厦,徐汇,漕河泾,1,6,2013,"
33269","
0.02%"
大木桥路95弄公房,徐汇,斜土路,1,0,1994,"
51322","
3.34%"
东湖路新里,徐汇,衡山路,1,1,1936,"
85276","
0.02%"
东汇花苑,徐汇,斜土路,1,2,1997,"
58180","
0.02%"
梵高馆,徐汇,徐家汇,1,1,2004,"
57473","
3.62%"
翡翠别墅(徐汇),徐汇,华东理工,1,0,2000,"
57199","
0.02%"
枫林路14弄小区,徐汇,斜土路,1,2,2000,"
53127","
1.14%"
汾阳小区,徐汇,衡山路,1,11,1900,"
126649","
1.85%"
番禺路650弄小区,徐汇,徐家汇,1,2,2000,"
98989","
0.04%"
复兴中路1333弄小区,徐汇,衡山路,1,2,1984,"
108375","
9.64%"
桂竹香公寓,徐汇,康健,1,1,1992,"
55315","
0.01%"
港汇中心二座,徐汇,徐家汇,1,31,2005,"
66438","
0.04%"
高安小区,徐汇,衡山路,1,0,1998,"
68707","
6.35%"
高邮路洋房,徐汇,衡山路,1,11,1950,"
158182","
1.44%"
高雅新村,徐汇,上海南站,1,0,2000,"
62794","
3.81%"
高安路103号洋房,徐汇,徐家汇,1,2,1940,"
106980","
0.19%"
广元路190弄小区,徐汇,徐家汇,1,0,1936,"
133374","
1.44%"
广元路139弄小区,徐汇,徐家汇,1,4,1993,"
70010","
1.17%"
汇达苑,徐汇,上海南站,1,3,1999,"
73359","
5.30%"
华泰大厦,徐汇,衡山路,1,0,2001,"
41253","
0.43%"
泓园,徐汇,建国西路,1,0,2002,"
102099","
1.44%"
华亭路17号,徐汇,衡山路,1,2,2000,"
90082","
1.44%"
湖南路公房,徐汇,衡山路,1,2,1984,"
150688","
0.00%"
虹桥路772弄公房,徐汇,徐家汇,1,1,1997,"
80510","
5.11%"
虹二小区,徐汇,徐家汇,1,4,1996,"
73205","
0.33%"
虹枫大楼,徐汇,徐家汇,1,1,1994,"
71889","
1.44%"
淮海中路1710弄公房,徐汇,衡山路,1,1,1998,"
98957","
1.25%"
湖南路273号老公寓,徐汇,徐家汇,1,2,1936,"
86768","
0.04%"
湖南路293号洋房,徐汇,徐家汇,1,1,1936,"
130833","
0.02%"
华中大厦,徐汇,徐家汇,1,3,2001,"
50487","
0.71%"
宏润花园商铺,徐汇,万体馆,1,0,1900,"
11146","
0.01%"
和诚商务大厦,徐汇,漕河泾,1,6,1900,"
22296","
1.44%"
海珀旭晖国际服务公寓,徐汇,龙华,1,0,1900,"
52199","
0.44%"
华林大楼办公楼,徐汇,万体馆,1,1,1900,"
20127","
0.01%"
华鑫中心,徐汇,漕河泾,1,121,2014,"
89962","
0.04%"
金银岛建材商厦,徐汇,徐家汇,1,0,2003,"
5850","
0.00%"
嘉华中心,徐汇,徐家汇,1,60,2005,"
50866","
5.80%"
嘉川公寓,徐汇,植物园,1,0,2005,"
60783","
0.01%"
金环大厦,徐汇,建国西路,1,0,1900,"
53356","
9.75%"
康健路341弄小区,徐汇,康健,1,1,1999,"
69102","
4.23%"
康兴公寓,徐汇,衡山路,1,0,2000,"
105528","
0.01%"
康平路新里,徐汇,徐家汇,1,1,1936,"
127811","
1.44%"
康健路1至7号,徐汇,康健,1,2,1988,"
44361","
0.02%"
绿洲庭苑,徐汇,长桥,1,1,2007,"
65940","
1.42%"
龙吴路410弄小区,徐汇,龙华,1,1,1995,"
54739","
3%"
凌云壹街坊,徐汇,上海南站,1,0,2014,"
55394","
0.02%"
美罗大厦,徐汇,徐家汇,1,20,1997,"
30272","
0.15%"
南丹大楼,徐汇,徐家汇,1,4,1995,"
54631","
1.44%"
南交小区,徐汇,徐家汇,1,2,1955,"
80037","
1.44%"
南丹公寓,徐汇,徐家汇,1,3,1998,"
60161","
0.04%"
平江路49弄小区,徐汇,斜土路,1,1,2000,"
52545","
5.54%"
潘兴公寓,徐汇,衡山路,1,11,1935,"
85020","
0.02%"
清真路公房,徐汇,斜土路,1,1,2000,"
54863","
1.44%"
气象小区,徐汇,徐家汇,1,4,2000,"
96137","
0.04%"
瑞华公寓,徐汇,衡山路,1,1,1928,"
126715","
0.02%"
双峰北路8弄小区,徐汇,徐家汇,1,1,1991,"
56353","
4.64%"
申信大楼,徐汇,斜土路,1,0,1999,"
56642","
1.44%"
上海电影广场,徐汇,徐家汇,1,6,2012,"
32174","
1.44%"
上海中学住宅区,徐汇,植物园,1,2,1995,"
85719","
0.52%"
太原路165弄小区,徐汇,衡山路,1,3,1989,"
161849","
1.44%"
田林花苑,徐汇,田林,1,13,1997,"
44706","
7.75%"
天钥桥路1121弄小区,徐汇,徐家汇,1,1,2000,"
64258","
6.67%"
武康路73弄公房,徐汇,衡山路,1,5,2000,"
100297","
5.52%"
宛平南路278号公房,徐汇,徐家汇,1,1,2000,"
52825","
1.44%"
乌鲁木齐南路396弄小区,徐汇,衡山路,1,0,1900,"
156811","
0.11%"
卫星大楼,徐汇,徐家汇,1,3,1900,"
71888","
1.44%"
宛平路新里,徐汇,徐家汇,1,6,1935,"
123526","
2.20%"
乌鲁木齐南路85弄小区,徐汇,衡山路,1,0,1996,"
80829","
1.44%"
乌鲁木齐南路新里,徐汇,建国西路,1,2,1900,"
98439","
4.35%"
徐家汇独栋花园办公楼,徐汇,徐家汇,1,6,2003,"
43382","
0.02%"
斜土路1212弄公房,徐汇,徐家汇,1,0,1990,"
47117","
1.44%"
襄阳南路275弄小区,徐汇,建国西路,1,0,2004,"
120438","
6.06%"
新路大楼,徐汇,斜土路,1,0,1998,"
47963","
8.31%"
西南软件园,徐汇,漕河泾,1,16,2003,"
23025","
0.01%"
新康花园,徐汇,衡山路,1,6,2005,"
110274","
1.44%"
徐虹北路商铺,徐汇,徐家汇,1,0,1900,"
28455","
0.01%"
斜土路1674弄小区,徐汇,斜土路,1,2,1900,"
52108","
0.04%"
永康路38弄小区,徐汇,建国西路,1,5,1984,"
79813","
2.61%"
宜山路科技大厦,徐汇,徐家汇,1,9,2001,"
37334","
1.29%"
银海苑,徐汇,徐家汇,1,3,2004,"
67713","
0.04%"
医学院路54弄小区,徐汇,斜土路,1,1,2000,"
41709","
6.05%"
伊泰利大厦写字楼,徐汇,徐家汇,1,8,1997,"
22149","
0.04%"
云锦路80弄小区,徐汇,龙华,1,0,1994,"
60178","
0.04%"
宜山路177至179号,徐汇,徐家汇,1,0,1900,"
100049","
0.04%"
中山南二路950弄小区,徐汇,万体馆,1,0,1985,"
56659","
1.44%"
中波公寓,徐汇,建国西路,1,0,1979,"
81538","
1.44%"
肇嘉浜路1029弄小区,徐汇,徐家汇,1,1,1984,"
92654","
0.02%"
2577创意大院,徐汇,龙华,0,85,1900,"
22398","
0.04%"
227创意园,徐汇,漕河泾,0,0,2003,"
22269","
0.04%"
500视觉园,徐汇,徐家汇,0,34,2010,"
33236","
0.04%"
999创意文化产业园,徐汇,上海南站,0,0,2011,"
23620","
0.02%"
爱博小区,徐汇,徐家汇,0,2,1997,"
73306","
0.02%"
爱美高大厦,徐汇,徐家汇,0,48,1900,"
39469","
0.02%"
安亭路135号,徐汇,衡山路,0,1,1998,"
100398","
0.04%"
安福路公房,徐汇,徐家汇,0,4,1948,"
75589","
0.02%"
爱达大厦,徐汇,徐家汇,0,2,1900,"
19548","
0.01%"
安盛大厦,徐汇,徐家汇,0,0,1900,"
46555","
0.04%"
爱邦大厦写字楼,徐汇,徐家汇,0,5,1900,"
24120","
0.02%"
安福路250弄小区,徐汇,徐家汇,0,4,1900,"
76474","
0.04%"
安福路249弄洋房,徐汇,徐家汇,0,2,1928,"
109992","
0.02%"
爱中爱华写字楼,徐汇,万体馆,0,0,1998,"
31810","
0.04%"
爱和爱乐大厦写字楼,徐汇,徐家汇,0,1,2001,"
40625","
0.02%"
爱华大厦,徐汇,徐家汇,0,0,1900,"
40008","
0.02%"
爱棠新村,徐汇,衡山路,0,1,1975,"
93285","
0.02%"
爱谦大厦,徐汇,徐家汇,0,4,1997,"
36983","
0.04%"
兵工大楼,徐汇,徐家汇,0,0,1900,"
25443","
0.04%"
八五八商务楼,徐汇,徐家汇,0,0,1900,"
30084","
0.04%"
百丽国际广场,徐汇,徐家汇,0,26,2011,"
33314","
0.02%"
宝轻大厦,徐汇,徐家汇,0,0,1900,"
30008","
0.02%"
百富勤广场,徐汇,徐家汇,0,0,1900,"
54897","
0.02%"
博大商务楼,徐汇,徐家汇,0,3,1900,"
28081","
0.02%"
白俄罗斯公寓,徐汇,衡山路,0,0,1936,"
71926","
0.04%"
宝鼎古北广场,徐汇,田林,0,3,2003,"
19040","
0.02%"
贝岭大厦,徐汇,漕河泾,0,25,2011,"
28041","
0.02%"
百汇园写字楼,徐汇,龙华,0,21,2014,"
45626","
0.02%"
宾阳路11至21号,徐汇,龙华,0,0,1900,"
80669","
0.02%"
茶陵路65弄小区,徐汇,斜土路,0,3,1981,"
59059","
8.55%"
茶陵路335号,徐汇,斜土路,0,1,1995,"
53624","
0.02%"
诚品商务中心商铺,徐汇,万体馆,0,0,2004,"
22119","
0.02%"
长荣大厦,徐汇,徐家汇,0,0,1900,"
20074","
0.03%"
漕河泾产业园区,徐汇,漕河泾,0,3,1900,"
20084","
0.02%"
漕河泾现代服务业集聚区,徐汇,漕河泾,0,30,2010,"
32551","
0.04%"
城建地产大厦,徐汇,徐家汇,0,0,2008,"
28865","
0.03%"
漕河泾软件园,徐汇,漕河泾,0,8,1900,"
16466","
0.01%"
创业中心大厦,徐汇,漕河泾,0,3,1900,"
22066","
0.02%"
春天商务楼,徐汇,徐家汇,0,0,1900,"
15537","
0.05%"
创新大楼,徐汇,漕河泾,0,2,2000,"
22736","
0.03%"
漕河泾易园,徐汇,上海南站,0,103,2013,"
27822","
0.02%"
诚达创意园,徐汇,漕河泾,0,15,2014,"
26884","
0.01%"
帝苑名品广场,徐汇,徐家汇,0,0,2004,"
42724","
0.02%"
东湖公寓,徐汇,衡山路,0,6,2000,"
81707","
7.90%"
东影大楼,徐汇,斜土路,0,0,1900,"
60917","
0.04%"
大木桥路485弄,徐汇,斜土路,0,0,1900,"
63931","
4.10%"
鼎新大楼,徐汇,徐家汇,0,0,1900,"
64208","
0.04%"
大众大厦,徐汇,徐家汇,0,13,1900,"
29330","
0.03%"
东鼎大厦,徐汇,徐家汇,0,0,2000,"
24022","
0.04%"
D1国际创意空间,徐汇,徐家汇,0,39,2008,"
25662","
0.05%"
大福里,徐汇,衡山路,0,3,1900,"
88946","
0.04%"
大木桥路325至329号,徐汇,斜土路,0,0,1998,"
47602","
0.02%"
东亚大厦,徐汇,徐家汇,0,0,1900,"
27103","
0.02%"
达通广场,徐汇,徐家汇,0,2,2003,"
43362","
0.04%"
狄龙商务楼,徐汇,漕河泾,0,1,2001,"
21981","
0.05%"
福禄村,徐汇,衡山路,0,5,1936,"
123911","
5.11%"
福维克大厦,徐汇,漕河泾,0,39,2004,"
20913","
0.05%"
枫林大楼写字楼,徐汇,徐家汇,0,0,1900,"
63083","
0.04%"
翡翠苑(徐汇),徐汇,衡山路,0,5,2004,"
81545","
0.02%"
番禺路办公楼,徐汇,徐家汇,0,0,2004,"
28866","
0.01%"
纺运物流商务中心,徐汇,龙华,0,12,1900,"
24464","
0.02%"
凤凰商务中心,徐汇,徐家汇,0,6,1900,"
18093","
0.03%"
