菜系分类,商家名称,下辖区,商圈,人均消费,评分,评价人数
川湘菜,村夫烤鱼（平凉路店）,杨浦区,东外滩,50,70,1
川湘菜,乌江酸菜鱼,杨浦区,中原地区,78,70,0
川湘菜,A.8餐厅,杨浦区,五角场/大学区,30,70,0
川湘菜,成都串串香锅,杨浦区,控江地区,25,70,0
川湘菜,浏阳蒸菜,杨浦区,五角场/大学区,30,70,0
川湘菜,湘味浏阳蒸菜,杨浦区,五角场/大学区,18,70,0
川湘菜,定海桥小四川,杨浦区,东外滩,50,70,0
川湘菜,好再来酒家,杨浦区,东外滩,50,70,0
川湘菜,本素●我家酸菜鱼（汇吃汇喝平凉路店）,杨浦区,东外滩,74,60,0
川湘菜,天地人和重庆饭店,杨浦区,五角场/大学区,48,60,4
川湘菜,湘记瓦堡饭,杨浦区,五角场/大学区,18,60,1
川湘菜,豫新川菜馆,杨浦区,五角场/大学区,25,60,0
川湘菜,北15号原木烤鱼,杨浦区,五角场/大学区,69,70,1
川湘菜,渝红鱼川菜,杨浦区,五角场/大学区,28,0,0
川湘菜,小辣椒,杨浦区,五角场/大学区,76,0,0
川湘菜,沪湘情（浏阳蒸菜）,杨浦区,杨浦区,35,0,4
川湘菜,红辣椒（曹杨店）,普陀区,曹杨地区,81,100,3664
川湘菜,望湘园（中环店）,普陀区,百联中环/绿洲中环,82,100,2810
川湘菜,烧品（甘泉店）,普陀区,中山北路/甘泉地区,57,100,575
川湘菜,椒香辉映干锅制造（百联真光路店）,普陀区,百联中环/绿洲中环,64,100,2680
川湘菜,川乐小镇（我格广场店）,普陀区,武宁地区,49,100,1278
川湘菜,宋记香辣蟹（环球港店）,普陀区,月星环球港,117,100,38
川湘菜,麻省理功-深海烤鱼（环球港店）,普陀区,月星环球港,90,100,240
川湘菜,有家酸菜鱼（百联中环店）,普陀区,百联中环/绿洲中环,50,100,51
川湘菜,蜀面椒羞（金沙江路店）,普陀区,长风公园/华师大,29,100,207
川湘菜,川悦味来（怒江北路总店）,普陀区,梅川路,52,100,394
川湘菜,蜀鱼乐盐帮传菜,普陀区,普陀区,69,100,22
川湘菜,本色•我家酸菜鱼（铜川路店）,普陀区,中山北路/甘泉地区,76,100,29
川湘菜,嚞嚞砂锅鱼·特色小龙虾（大渡河路店）,普陀区,普陀区,63,100,13
川湘菜,宜川食府,普陀区,中山北路/甘泉地区,60,100,43
川湘菜,望蓉城（近铁店）,普陀区,梅川路,80,98,23
川湘菜,俏江南（长风景畔广场店）,普陀区,长风公园/华师大,110,94,1208
川湘菜,刘氏鸡公煲巫山烤鱼,普陀区,普陀区,44,94,108
川湘菜,辣可喜妈妈在重庆（IMAGO我格广场店）,普陀区,武宁地区,45,92,27
川湘菜,村夫烤鱼重庆鸡公煲,普陀区,长风公园/华师大,35,94,38
川湘菜,溪雨观酸菜鱼（长寿路碧真店）,普陀区,长寿路,73,90,19
川湘菜,吊锅王农家菜,普陀区,普陀区,130,88,27
川湘菜,又见鱼（安远路旗舰店）,普陀区,普陀区,75,90,303
川湘菜,品安煲（胶州路店）,普陀区,长寿路,39,84,123
川湘菜,品安煲（西康路店）,普陀区,长寿路,30,84,23
川湘菜,蜀都冒菜,普陀区,长风公园/华师大,45,82,40
川湘菜,蛙又遇见鱼,普陀区,百联中环/绿洲中环,43,80,15
川湘菜,美蛙王子（189弄店）,普陀区,长寿路,61,80,3
川湘菜,南湘园,普陀区,百联中环/绿洲中环,80,80,0
川湘菜,九蒸一饭（巴黎春天金沙江路店）,普陀区,百联中环/绿洲中环,25,80,18
川湘菜,麻辣香锅,普陀区,普陀区,31,78,36
川湘菜,川香园麻辣香锅（宜川路店）,普陀区,中山北路/甘泉地区,37,74,37
川湘菜,思湘情湘菜（中山北路店）,普陀区,曹杨地区,66,74,39
川湘菜,说麻道辣,普陀区,曹杨地区,25,72,5
川湘菜,麻香辣爽（月星环球港店）,普陀区,月星环球港,60,70,4
川湘菜,湘香阁,普陀区,长寿路,95,70,0
川湘菜,壹品秦餐厅,普陀区,长风公园/华师大,38,70,3
川湘菜,川徐精品菜,普陀区,中山北路/甘泉地区,70,70,2
川湘菜,壹品家常菜,普陀区,中山北路/甘泉地区,30,70,1
川湘菜,百膳厨房,普陀区,普陀区,50,70,1
川湘菜,欢辣小厨麻辣香锅,普陀区,普陀区,46,70,0
川湘菜,福源小厨,普陀区,武宁地区,58,70,0
川湘菜,蜀味鲜麻辣香锅,普陀区,月星环球港,20,60,2
川湘菜,真锅瘾麻辣香锅（汇融天地店）,普陀区,曹杨地区,70,60,0
川湘菜,1072外婆菜,普陀区,真如,18,0,0
川湘菜,麻小麻辣诱惑（虹口龙之梦店）,虹口区,虹口龙之梦,96,100,2571
川湘菜,壹酷烤鱼（中信广场店）,虹口区,海宁路/七浦路,80,100,3317
川湘菜,做了不起的80后（希望小学堂店）,虹口区,海宁路/七浦路,44,100,902
川湘菜,蜀面椒羞（海宁路店）,虹口区,海宁路/七浦路,20,100,580
川湘菜,渝香小厨绿色怀旧餐厅（保定路店）,虹口区,临平路/和平公园,49,100,891
川湘菜,麻香辣爽（星乐汇商业街店）,虹口区,北外滩,43,100,66
川湘菜,重庆鸡公煲（飞虹支路店）,虹口区,临平路/和平公园,57,100,493
川湘菜,有滋有味（曲阳路店）,虹口区,曲阳地区,66,100,87
川湘菜,一锅嗨龙虾烧烤,虹口区,鲁迅公园,75,98,87
川湘菜,花屯虾记霸踢,虹口区,虹口龙之梦,115,100,128
川湘菜,觅雅居（海伦西路店）,虹口区,四川北路,40,100,26
川湘菜,要嘚伙食团,虹口区,鲁迅公园,22,100,96
川湘菜,明厨川湘菜（物华路店）,虹口区,临平路/和平公园,40,100,17
川湘菜,乐食派麻辣香锅（龙之梦购物中心虹口店）,虹口区,虹口龙之梦,68,98,765
川湘菜,宽窄巷（龙之梦购物中心虹口店）,虹口区,虹口龙之梦,33,94,47
川湘菜,渝水情干锅鱼莊（嘉杰国际商业广场店）,虹口区,四川北路,29,94,16
川湘菜,百岁·我家酸菜鱼（曲阳家乐福店）,虹口区,曲阳地区,65,92,11
川湘菜,井田炉鱼（水电路店）,虹口区,凉城/江湾镇,88,90,4
川湘菜,加贝私房菜,虹口区,凉城/江湾镇,61,88,105
川湘菜,干锅品安煲,虹口区,鲁迅公园,48,88,67
川湘菜,巴蜀鱼庄（乍浦路店）,虹口区,北外滩,50,84,37
川湘菜,湘遇湘见湖南牛肉米粉,虹口区,海宁路/七浦路,24,82,29
川湘菜,倪氏盱眙龙虾,虹口区,凉城/江湾镇,60,82,60
川湘菜,湘·有味道,虹口区,虹口区,52,80,5
川湘菜,望湘园（虹口龙之梦店）,虹口区,虹口龙之梦,89,80,17
川湘菜,川江水煮鱼,虹口区,虹口区,25,76,18
川湘菜,鱼跃小厨,虹口区,海宁路/七浦路,45,74,600
川湘菜,U鼎冒菜（上海虹口壹丰店）,虹口区,四川北路,27,72,192
川湘菜,毛家饭店（虹口店）,虹口区,北外滩,74,72,488
川湘菜,重庆鸡公煲（新市北路店）,虹口区,凉城/江湾镇,40,72,68
川湘菜,森森小厨,虹口区,海宁路/七浦路,28,72,16
川湘菜,归蜀,虹口区,四川北路,30,70,1
川湘菜,旺湘楼（1851舌尖汇）,虹口区,四川北路,55,70,0
川湘菜,重庆小面,虹口区,四川北路,23,70,3
川湘菜,蜀香源麻辣香锅（保定路店）,虹口区,虹口区,30,70,0
川湘菜,小象麻辣烫,虹口区,北外滩,25,70,0
川湘菜,百草香锅（惠民路店）,虹口区,北外滩,30,70,1
川湘菜,小四川,虹口区,北外滩,60,70,1
川湘菜,新史记家常菜,虹口区,四川北路,25,60,2
川湘菜,福香缘,虹口区,曲阳地区,60,60,1
川湘菜,稍微麻辣（虹口店）,虹口区,北外滩,70,60,1
川湘菜,王记浏阳蒸菜,虹口区,四川北路,25,60,0
川湘菜,蜀一蜀二,虹口区,海宁路/七浦路,30,60,0
川湘菜,重庆鸡公煲,虹口区,凉城/江湾镇,100,60,0
川湘菜,印象浏阳蒸菜,虹口区,虹口龙之梦,25,60,0
川湘菜,煲仔世家（外滩店）,虹口区,北外滩,16,0,0
川湘菜,麻小麻辣诱惑（大宁国际店）,闸北区,大宁国际,89,100,2662
川湘菜,美蛙王子（大宁音乐广场店）,闸北区,大宁国际,48,100,203
川湘菜,炉鱼（上海协信星光广场店）,闸北区,市北工业园/汶水路,73,100,142
川湘菜,川乐小镇（共和新路店）,闸北区,市北工业园/汶水路,49,100,1125
川湘菜,3·Uncle三个叔叔 中餐馆,闸北区,彭浦新村,50,100,381
川湘菜,蜀天上麻辣香锅（上海太平洋百货店）,闸北区,火车站,54,100,331
川湘菜,若鲜酸菜鱼,闸北区,彭浦镇,64,100,599
川湘菜,300度鱼吧,闸北区,市北工业园/汶水路,66,100,549
川湘菜,家宴私房菜,闸北区,闸北公园,57,100,788
川湘菜,炉货（鱼和串的故事）,闸北区,大宁国际,65,100,96
川湘菜,村夫烤鱼（高平路店）,闸北区,彭浦镇,50,100,627
川湘菜,至主食尚麻辣香锅烤全鱼,闸北区,火车站,56,100,805
川湘菜,古香传统菜,闸北区,火车站,48,100,72
川湘菜,蜀都冒菜,闸北区,火车站,27,100,264
川湘菜,冒菜遇见香锅（中兴路店）,闸北区,北区汽车站,30,100,40
川湘菜,零点依海鲜餐厅,闸北区,火车站,75,96,17
川湘菜,赵崽儿川式面品料理（大悦城店）,闸北区,大悦城,23,94,53
川湘菜,My·川灶,闸北区,火车站,75,94,20
川湘菜,饭思渔荘,闸北区,闸北公园,50,94,77
川湘菜,众齐冒菜（临汾路店）,闸北区,彭浦新村,30,94,13
川湘菜,留香时尚川湘菜（大宁店）,闸北区,闸北区,48,92,1
川湘菜,和事佬东北碳烤小龙虾（闸北店）,闸北区,火车站,46,90,62
川湘菜,宋记香辣蟹（大悦城店）,闸北区,大悦城,113,90,18
川湘菜,第一站麻辣料理,闸北区,市北工业园/汶水路,52,90,14
川湘菜,蜀府（柳营路店）,闸北区,闸北公园,83,90,5
川湘菜,谈香说辣麻辣香锅,闸北区,大宁国际,55,88,20
川湘菜,本色 我家酸菜鱼（阳曲路店）,闸北区,彭浦新村,73,88,21
川湘菜,花自在品质餐厅（闸北太平洋百货不夜城）,闸北区,火车站,67,82,79
川湘菜,众湘汇,闸北区,市北工业园/汶水路,37,84,51
川湘菜,百草香锅,闸北区,西藏北路/中兴路,16,84,15
川湘菜,天水雅居（柳营路店）,闸北区,闸北公园,177,82,874
川湘菜,秀田时尚餐厅,闸北区,火车站,48,82,45
川湘菜,辣show时尚e冒吧（上海太平洋百货店）,闸北区,火车站,58,80,569
川湘菜,舒记面馆,闸北区,彭浦镇,35,80,1
川湘菜,重庆鸡公煲村夫烤鱼（大统路店）,闸北区,火车站,50,80,19
川湘菜,有家川菜（阳曲路店）,闸北区,彭浦新村,65,78,1061
川湘菜,来湘汇（沪太路店）,闸北区,北区汽车站,52,76,16
川湘菜,本清素我家酸菜鱼（中华新路店）,闸北区,北区汽车站,69,72,263
川湘菜,倪氏龙虾,闸北区,北区汽车站,88,70,9
川湘菜,湘福饭庄,闸北区,闸北公园,40,70,0
川湘菜,我家酸菜鱼（中兴路店）,闸北区,北区汽车站,66,70,1
川湘菜,友味冒菜,闸北区,火车站,55,70,0
川湘菜,村夫烤鱼（中兴路店）,闸北区,北区汽车站,60,70,0
川湘菜,佳丽水煮鱼（炒菜）,闸北区,火车站,53,70,0
川湘菜,魔方鱼麻辣香锅,闸北区,彭浦镇,50,70,0
川湘菜,君悦家常菜,闸北区,火车站,35,70,0
川湘菜,川府酸菜鱼,闸北区,火车站,70,70,0
川湘菜,两湾小厨,闸北区,北区汽车站,30,60,3
川湘菜,阿蒋蒸湘味（太平洋百货店）,闸北区,火车站,27,60,4
川湘菜,盈盈小厨,闸北区,西藏北路/中兴路,40,60,0
川湘菜,浏阳蒸菜馆,闸北区,市北工业园/汶水路,20,0,0
川湘菜,雲客来麻辣香锅,闸北区,大宁国际,35,0,0
川湘菜,湘浏阳蒸菜（万嘉食代江裕店）,闸北区,大宁国际,30,0,1
川湘菜,川浙汇私房菜,闸北区,闸北区,35,0,4
川湘菜,有家酸菜鱼（上坤城市广场店）,宝山区,上海大学,55,100,2134
川湘菜,有滋有味（宝山店）,宝山区,宝山城区/吴淞,51,100,3710
川湘菜,旺池川菜（宝乐汇店）,宝山区,宝山城区/吴淞,81,100,246
川湘菜,签言串语（万达广场宝山店）,宝山区,宝山万达广场,44,100,2064
川湘菜,豆豆蛙·干锅印象（幸福湾店）,宝山区,宝山城区/吴淞,51,100,1387
川湘菜,川江鱼跃,宝山区,顾村公园,54,100,1081
川湘菜,龙景轩（宝杨路旗舰店）,宝山区,杨行镇,97,100,660
川湘菜,赞蛙（宝乐汇店）,宝山区,宝山城区/吴淞,72,100,582
川湘菜,鱼酷活鱼现烤（大华虎城店）,宝山区,大华地区,89,100,59
川湘菜,Relax·琳琅炭火烤鱼馆（万达广场宝山店）,宝山区,宝山万达广场,69,100,604
川湘菜,匆匆辣年,宝山区,上海大学,56,100,403
川湘菜,山城鱿鱼鸡,宝山区,月浦镇,51,96,313
川湘菜,沪上湘城,宝山区,绿地风尚/宝山万达广场,58,100,356
川湘菜,苗家炭火(弘基文化休闲广场店),宝山区,上海大学,55,100,576
川湘菜,轩谊-我家酸菜鱼（绿地正大乐城店）,宝山区,顾村公园,53,100,194
川湘菜,山城轩火锅,宝山区,月浦镇,54,100,398
川湘菜,有滋有味（殷高店）,宝山区,宝山区,60,100,100
川湘菜,巫山烤全鱼,宝山区,宝山城区/吴淞,50,100,381
川湘菜,洪娘（友谊路店）,宝山区,宝山城区/吴淞,146,100,32
川湘菜,倪氏龙虾烤鱼城,宝山区,通河/泗塘,56,100,155
川湘菜,和美酒家,宝山区,淞南/高境,59,100,241
川湘菜,千岛湖石锅鱼,宝山区,月浦镇,30,100,145
川湘菜,新纪藴（纪蕰路店）,宝山区,庙行镇,39,100,79
川湘菜,川乡阁（绿地正大乐城店）,宝山区,顾村公园,52,100,90
川湘菜,红川椒菜馆,宝山区,宝山城区/吴淞,45,100,138
川湘菜,本清素我家酸菜鱼（顾村店）,宝山区,顾村公园,69,100,59
川湘菜,渔湘荟（大华店）,宝山区,大华地区,53,100,71
川湘菜,湘遇餐厅,宝山区,庙行镇,50,100,69
川湘菜,七亩地农园饭庄,宝山区,共富新村,45,100,22
川湘菜,柠檬鱼专业酸菜鱼（环镇北路店）,宝山区,上海大学,52,100,112
川湘菜,村光里·乡村菜,宝山区,宝山城区/吴淞,66,100,60
川湘菜,溪雨观酸菜鱼（万达广场宝山店）,宝山区,宝山万达广场,68,98,129
川湘菜,本塘.我家酸菜鱼（盘古路店）,宝山区,宝山城区/吴淞,53,96,15
川湘菜,本味酸菜鱼,宝山区,上海大学,61,94,205
川湘菜,川味香,宝山区,宝山城区/吴淞,45,96,30
川湘菜,菇蔬城外麻辣香锅（北翼街店）,宝山区,宝山城区/吴淞,28,92,35
川湘菜,小聚生活烤全鱼鸡公煲（恒高路店）,宝山区,宝山区,41,94,27
川湘菜,百年.我家酸菜鱼,宝山区,宝山城区/吴淞,60,90,440
川湘菜,楚味农庄（真大路店）,宝山区,大华地区,67,92,62
川湘菜,火锅冒菜,宝山区,美兰湖,28,90,57
川湘菜,花椒之恋砂锅鱼,宝山区,庙行镇,64,90,7
川湘菜,尚品签成都串串料理（宝山万达店）,宝山区,宝山万达广场,60,90,0
川湘菜,哒蟹肉蟹煲&小龙虾（上坤上街店）,宝山区,美兰湖,62,88,72
川湘菜,好滋味农家菜,宝山区,宝山城区/吴淞,47,86,195
川湘菜,张记天天香火锅,宝山区,绿地风尚/宝山万达广场,55,86,88
川湘菜,渝蓉轩（德都路店）,宝山区,月浦镇,79,84,154
川湘菜,碗碗湘,宝山区,宝山城区/吴淞,48,84,435
川湘菜,锅事汇麻辣香锅（万达广场宝山店）,宝山区,宝山万达广场,49,84,233
川湘菜,魔锅坊麻辣香锅（聚丰园路店）,宝山区,上海大学,41,84,220
川湘菜,锅事汇麻辣香锅（弘基文化休闲广场店）,宝山区,上海大学,44,84,163
川湘菜,就这家鱼蛙馆（弘基文化休闲广场店）,宝山区,上海大学,50,84,151
川湘菜,重庆鸡公煲,宝山区,顾村公园,40,82,97
川湘菜,川江烧鸡公（昊元广场店）,宝山区,顾村公园,60,80,20
川湘菜,汪氏麻辣香锅（殷高西路店）,宝山区,淞南/高境,28,78,36
川湘菜,迷踪蟹烤鱼（通河路店）,宝山区,庙行镇,120,74,5
川湘菜,有家川菜（共泉店）,宝山区,庙行镇,70,80,1
川湘菜,诸葛烤鱼（水产西路店）,宝山区,宝山区,45,80,0
川湘菜,聚合香（漠河路店）,宝山区,月浦镇,54,78,311
川湘菜,浏阳蒸菜,宝山区,顾村公园,20,78,0
川湘菜,辛湘园,宝山区,宝山万达广场,46,76,77
川湘菜,贞元香辣蟹（宝山总店）,宝山区,宝山城区/吴淞,94,74,505
川湘菜,周记人家,宝山区,宝山城区/吴淞,70,74,231
川湘菜,思湘情（长江南路店）,宝山区,淞南/高境,54,74,164
川湘菜,川香饭店,宝山区,宝山城区/吴淞,40,74,33
川湘菜,藏书羊肉,宝山区,庙行镇,55,74,223
川湘菜,湘约老地方（顾北路店）,宝山区,顾村公园,54,74,66
川湘菜,老四川,宝山区,宝山城区/吴淞,46,72,60
川湘菜,盘盘香饭店,宝山区,杨行镇,36,72,10
川湘菜,山城鱼香碳烤全鱼,宝山区,宝山城区/吴淞,50,74,6
川湘菜,川湘阁（弘基文化休闲广场店）,宝山区,上海大学,50,72,6
川湘菜,纯味我家酸菜鱼（聚丰园路店）,宝山区,上海大学,47,70,6
川湘菜,本清素我家酸菜鱼,宝山区,淞南/高境,79,70,0
川湘菜,留鱼塘九九鱼,宝山区,美兰湖,73,70,1
川湘菜,五贰灵创意麻辣香锅&日式麻辣烫,宝山区,月浦镇,35,70,1
川湘菜,蜀壹时尚川味馆,宝山区,月浦镇,35,70,5
川湘菜,巫山烤全鱼（凯旋丽都店）,宝山区,庙行镇,48,70,0
川湘菜,鑫湘缘,宝山区,杨行镇,64,70,3
川湘菜,韶山湘菜,宝山区,上海大学,50,70,2
川湘菜,万州碳烤鱼,宝山区,宝山区,58,70,0
川湘菜,川渝美食,宝山区,宝山区,30,70,0
川湘菜,合兴食尚,宝山区,大华地区,45,70,0
川湘菜,木纹,宝山区,上海大学,42,70,0
川湘菜,阿财常德米粉（市台路店）,宝山区,宝山区,19,70,0
川湘菜,牛牛餐厅,宝山区,庙行镇,30,70,0
川湘菜,提味轩餐厅,宝山区,宝山区,30,70,0
川湘菜,老地方餐厅,宝山区,杨行镇,36,70,0
川湘菜,大别山土菜烤鱼,宝山区,宝山区,31,70,0
川湘菜,攀香园,宝山区,顾村公园,20,68,11
川湘菜,世和园,宝山区,宝山区,35,64,8
川湘菜,魔多厨房广东餐厅（淞南购物中心店）,宝山区,庙行镇,100,60,0
川湘菜,尚滋味虾蟹餐厅·我家酸菜鱼,宝山区,宝山区,70,70,0
川湘菜,湘聚缘,宝山区,月浦镇,28,60,0
川湘菜,老北京麻辣香锅（红太阳美食广场店）,宝山区,庙行镇,27,60,1
川湘菜,渝港人家,宝山区,宝山区,25,60,0
川湘菜,四川冒菜,宝山区,宝山城区/吴淞,42,60,0
川湘菜,川湘汇,宝山区,宝山区,26,60,0
川湘菜,湘聚红林,宝山区,杨行镇,54,60,0
川湘菜,韵湘,宝山区,上海大学,80,80,2
川湘菜,重庆鸡公煲（一二八纪念路店）,宝山区,宝山万达广场,49,70,4
川湘菜,小聚生活鸡公煲烤鱼羊蝎子（上坤上街店）,宝山区,美兰湖,40,0,0
川湘菜,川香本帮菜,宝山区,庙行镇,19,70,0
川湘菜,湘满楼,宝山区,宝山区,45,70,0
川湘菜,成都印象,宝山区,宝山区,22,0,0
川湘菜,怡香沅(百联北上海购物中心店),宝山区,杨行镇,25,0,0
川湘菜,维扬酸菜鱼馆,宝山区,宝山区,30,0,1
川湘菜,传奇麻辣香锅,松江区,鹿都国际商业广场,33,100,6287
川湘菜,茴憶傳家菜,松江区,松江大学城,58,100,3168
川湘菜,海翔魔都餐厅,松江区,鹿都国际商业广场,35,100,1624
川湘菜,真味·酸菜鱼（开元地中海店）,松江区,开元地中海,56,100,819
川湘菜,麻省理功-深海烤鱼（乐颂坊店）,松江区,鹿都国际商业广场,68,100,1825
川湘菜,炭香阁·炭烤全鱼,松江区,鹿都国际商业广场,36,100,1114
川湘菜,品味麻辣香锅,松江区,中山中路,30,100,1226
川湘菜,拿渡麻辣香锅（松江万达店）,松江区,松江万达广场,58,100,623
川湘菜,江南公社（广富林路）,松江区,松江区,56,100,733
川湘菜,川流不息（松东路店）,松江区,松东路,59,100,1579
川湘菜,排排坐成都冒菜（万达广场松江店）,松江区,松江万达广场,29,100,1102
川湘菜,俏鱼儿烤鱼（洞泾店）,松江区,欢乐谷,58,100,381
川湘菜,一喵取鱼（万达广场松江店）,松江区,松江万达广场,57,100,2639
川湘菜,梁记粥铺（开元地中海店）,松江区,开元地中海,49,100,2378
川湘菜,川東院子·俏川韵（新桥店）,松江区,新桥,58,100,1004
川湘菜,诸葛烤鱼（南乐路店）,松江区,车墩影视城,65,100,1392
川湘菜,巫山烤全鱼·重庆鸡公煲,松江区,中山中路,45,100,713
川湘菜,魔异锅坊,松江区,松江万达广场,43,100,711
川湘菜,南湘阁九亭店（九亭店）,松江区,九亭,57,100,586
川湘菜,巫山烤全鱼·重庆鸡公煲,松江区,鹿都国际商业广场,39,100,600
川湘菜,巫山烤全鱼重庆鸡公煲（松江万达店）,松江区,松江万达广场,28,100,402
川湘菜,1980鱼故事私房菜,松江区,叶榭镇,50,100,441
川湘菜,吴记干锅,松江区,松江区,29,100,542
川湘菜,本清素·我家酸菜鱼（松江店新理想广场）,松江区,新理想广场,66,100,1206
川湘菜,川流不息（仓汇路店）,松江区,新理想广场,49,100,595
川湘菜,肥猫烤鱼（松江大学城店）,松江区,松江大学城,37,100,465
川湘菜,善川香辣馆（鹿都店）,松江区,鹿都国际商业广场,45,100,526
川湘菜,御金香小菜（车墩店）,松江区,车墩影视城,49,100,285
川湘菜,本塘·我家酸菜鱼（浅水湾店）,松江区,新桥,62,100,138
川湘菜,我家酸菜鱼（佘山桃源路店）,松江区,佘山,49,100,1154
川湘菜,梁记粥铺（鹿都国际广场店）,松江区,鹿都国际商业广场,62,100,413
川湘菜,富湘情,松江区,松江大学城,57,100,256
川湘菜,宋记家常菜,松江区,新桥,41,100,218
川湘菜,壕吃时代（东明广场店）,松江区,新松江路,68,100,102
川湘菜,小成都藤椒鸡,松江区,松江大学城,16,100,55
川湘菜,小四川酒家,松江区,车墩影视城,43,100,207
川湘菜,溪雨观酸菜鱼（九亭U天地店）,松江区,九亭,68,100,123
川湘菜,嚞嚞砂锅鱼,松江区,九亭,53,100,65
川湘菜,诸葛烤鱼（新桥镇南环路店）,松江区,新桥,68,100,83
川湘菜,川湘小厨（万达广场松江店）,松江区,松江万达广场,34,100,63
川湘菜,本色烤鱼•餐食馆（三期店）,松江区,松江大学城,50,100,32
川湘菜,兄弟饭店诸葛烤鱼,松江区,车墩影视城,40,100,43
川湘菜,小菜当家,松江区,鹿都国际商业广场,34,100,138
川湘菜,如一湘菜,松江区,新桥,52,100,75
川湘菜,老成都串奇,松江区,九亭,49,100,42
川湘菜,魔法.秘制烤鱼,松江区,松江区,44,100,51
川湘菜,巫山烤全鱼·重庆鸡公煲（仓汇路店）,松江区,松江区,47,100,42
川湘菜,粗菜香饭餐厅,松江区,鹿都国际商业广场,28,100,38
川湘菜,韶山毛家湘菜,松江区,新桥,34,100,48
川湘菜,川乐小镇（尚品麻辣香锅）,松江区,鹿都国际商业广场,35,100,190
川湘菜,重庆鸡公煲.巫山烤全鱼,松江区,松东路,30,100,27
川湘菜,韶山冲湘菜馆（佘山店）,松江区,佘山,82,100,76
川湘菜,巴蜀鱼馆,松江区,松江大学城,19,100,18
川湘菜,湘见很晚,松江区,新桥,77,100,59
川湘菜,湘满楼,松江区,松江区,45,100,51
川湘菜,有家小厨,松江区,松江大学城,47,100,19
川湘菜,椒宴川沪海鲜经典菜,松江区,松江大学城,49,100,1281
川湘菜,重庆鸡公煲（庙前街店）,松江区,鹿都国际商业广场,43,98,1364
川湘菜,宽窄巷（开元地中海店）,松江区,开元地中海,37,98,222
川湘菜,湘芙楼湘菜馆,松江区,松东路,51,98,690
川湘菜,巫山烤鱼（九亭店）,松江区,九亭,28,100,740
川湘菜,蜀山我家酸菜鱼（九亭沪亭南路店）,松江区,九亭,58,98,535
川湘菜,川里川外（三湘商业广场店）,松江区,泗泾镇,37,100,128
川湘菜,锅锅香麻辣香锅,松江区,中山中路,20,100,117
川湘菜,靓鼎麻辣香锅（松江乐购店）,松江区,新松江路,41,96,143
川湘菜,豫宛香,松江区,新桥,35,98,60
川湘菜,留一手活碳烤鱼（三迪曼哈顿店）,松江区,松江万达广场,66,98,19
川湘菜,如花 文艺饭,松江区,松江大学城,50,98,532
川湘菜,蜀山烤鱼（影视路店）,松江区,车墩影视城,44,94,925
川湘菜,小周周鸡煲店,松江区,松江万达广场,38,94,4
川湘菜,本清素我家酸菜鱼（松江店）,松江区,车墩影视城,57,88,775
川湘菜,YOYO烤鱼,松江区,荣乐中路,33,90,1321
川湘菜,家湘味,松江区,松江区,35,92,161
川湘菜,馋火炉鱼,松江区,松江大学城,65,92,10
川湘菜,虞夏川之悦,松江区,松江区,20,92,6
川湘菜,诸葛烤鱼庄（三湘商业广场店）,松江区,泗泾镇,33,88,2069
川湘菜,重庆鸡公煲村夫烤鱼,松江区,松江区,34,90,159
川湘菜,妈味蒸湘,松江区,九亭,49,94,8
川湘菜,谭谈川菜（亚乐城店）,松江区,新桥,89,88,27
川湘菜,家渝沪晓酸菜鱼,松江区,九亭,60,88,203
川湘菜,百岁鱼庄,松江区,松江区,31,88,51
川湘菜,重庆鸡公煲（张泽店）,松江区,叶榭镇,28,88,63
川湘菜,安家传菜（泗泾店）,松江区,泗泾镇,50,86,815
川湘菜,石锅饭,松江区,新桥,16,86,186
川湘菜,君悦轩,松江区,九亭,45,86,14
川湘菜,湘妃,松江区,九亭,71,86,204
川湘菜,小姨妈（松江新城地铁站店）,松江区,松江区,37,84,560
川湘菜,吴记小菜,松江区,松江大学城,40,84,62
川湘菜,香川運,松江区,车墩影视城,50,86,85
川湘菜,大胡子烧烤巫山烤鱼,松江区,松东路,30,84,50
川湘菜,汇食客（叶榭店）,松江区,叶榭镇,45,82,39
川湘菜,醉湘酒楼（虬泾路店）,松江区,九亭,40,84,213
川湘菜,毛湘土菜（莘松路店）,松江区,新桥,51,82,76
川湘菜,农家湘味酒楼,松江区,九亭,50,82,67
川湘菜,巫山烤鱼·重庆鸡公煲（环城路店）,松江区,松东路,40,84,11
川湘菜,江南公社（九亭店）,松江区,九亭,50,80,171
川湘菜,川菜韵味,松江区,松江大学城,30,84,123
川湘菜,川湘阁,松江区,车墩影视城,45,80,106
川湘菜,瓦香鸡（炒菜、烧烤）店,松江区,松江大学城,45,80,26
川湘菜,川江烧鸡公（九亭店）,松江区,九亭,60,80,10
川湘菜,庞氏私房菜,松江区,车墩影视城,40,80,14
川湘菜,宽巷子,松江区,九亭,26,80,2
川湘菜,辣苑川湘菜,松江区,松江大学城,50,80,0
川湘菜,耄家湘味楼（松东路店）,松江区,松东路,42,78,885
川湘菜,赣湘木桶饭湘菜馆（新桥店）,松江区,新桥,31,78,225
川湘菜,湘南公社（洞泾店）,松江区,欢乐谷,60,78,16
川湘菜,洞庭湘菜馆,松江区,欢乐谷,30,78,7
川湘菜,川惠园,松江区,松江大学城,30,76,254
川湘菜,拿渡麻辣香锅（开元地中海店）,松江区,新松江路,60,76,28
